customer_id,full_name,cpf_cnpj,date_of_birth,annual_income_brl,declared_occupation,risk_rating,registration_date,country,state,city,beneficial_owner,pep,kyc_tier,kyc_risk_score,sanctions_list_hit
C101290,Customer 1291,22817644423,2002-01-18,5707,Student,Low,2021-06-10,BR,GO,Goiânia,No,No,L3,47,No
C101291,Customer 1292,92644349020,2016-03-02,28090,Student,Low,2023-03-27,BR,GO,Goiânia,No,No,L3,29,No
C101292,Customer 1293,9566275979,2002-11-24,9674,Nurse,Low,2023-07-14,BR,SP,São Paulo,No,No,L3,54,No
C101293,Customer 1294,17618637287,1976-09-15,27236,Mechanic,Low,2024-08-09,BR,RJ,Rio de Janeiro,Yes,No,L1,30,No
C101294,Customer 1295,59620949642,1979-03-28,22466,Mechanic,Medium,2024-06-22,BR,RN,Natal,No,No,L3,66,No
C101295,Customer 1296,49927784304,1977-10-23,27907,Driver,Low,2024-03-06,BR,BA,Salvador,No,No,L1,36,No
C101296,Customer 1297,14764953491,2011-10-17,8476,Trader,Low,2021-05-12,BR,SC,Florianópolis,No,No,L3,41,No
C101297,Customer 1298,26685465762,1999-11-21,10134,Entrepreneur,Low,2024-07-23,BR,MG,Belo Horizonte,No,No,L2,62,No
C101298,Customer 1299,22434077621,1960-06-11,25874,Entrepreneur,Low,2020-09-23,BR,GO,Goiânia,No,No,L3,62,No
C101299,Customer 1300,21611213133,1972-06-25,17383,Consultant,Medium,2023-01-06,BR,DF,Brasília,No,No,L3,58,No
C101300,Customer 1301,96432361154,2007-08-07,26172,Entrepreneur,Low,2024-10-13,BR,PA,Belém,No,No,L2,61,No
C101301,Customer 1302,41962634721,1970-07-01,14483,Store Owner,High,2024-11-02,BR,PE,Recife,No,No,L1,46,No
C101302,Customer 1303,4958934542,1968-01-07,35052,Teacher,Low,2024-05-09,BR,PR,Curitiba,No,No,L2,49,No
C101303,Customer 1304,78299159892,1984-01-26,30850,Driver,Low,2025-01-27,BR,PA,Belém,No,No,L1,30,No
C101304,Customer 1305,86522719328,2008-09-21,24992,Designer,Low,2024-05-19,BR,PE,Recife,Yes,No,L2,65,No
C101305,Customer 1306,85180651403,1976-09-23,12846,Chef,Medium,2022-02-02,BR,SP,Campinas,No,No,L1,53,No
C101306,Customer 1307,30106838540,1974-04-16,9837,Teacher,Low,2020-04-23,BR,PA,Belém,No,No,L1,35,No
C101307,Customer 1308,2093960171,1968-01-09,24650,Driver,Low,2020-09-10,BR,CE,Fortaleza,No,No,L3,79,No
C101308,Customer 1309,32368317581,1999-01-18,23488,Teacher,Low,2024-06-28,BR,GO,Goiânia,No,No,L1,56,No
C101309,Customer 1310,87736450577,2011-01-05,3728,Designer,Low,2020-09-05,BR,MG,Belo Horizonte,No,No,L2,37,No
C101310,Customer 1311,97448749246,1962-05-04,11837,Accountant,Low,2025-01-31,BR,AM,Manaus,No,No,L3,59,No
C101311,Customer 1312,80451375089,2017-07-13,55589,Consultant,Low,2022-12-23,BR,MG,Belo Horizonte,No,No,L3,13,No
C101312,Customer 1313,38636824868,1969-07-28,13159,Student,Low,2020-03-25,BR,PR,Curitiba,No,No,L1,69,No
C101313,Customer 1314,54921333272,1995-10-25,21459,Chef,Low,2024-05-06,BR,BA,Salvador,No,No,L1,74,No
C101314,Customer 1315,75717561582,1986-10-28,10645,Lawyer,Low,2020-03-05,BR,RN,Natal,No,No,L2,53,No
C101315,Customer 1316,30861208500,1991-12-21,19336,Consultant,Low,2021-07-21,BR,PA,Belém,No,No,L3,65,No
C101316,Customer 1317,93594217415,1971-12-25,21737,Software Engineer,Medium,2022-05-21,BR,RN,Natal,No,No,L3,63,No
C101317,Customer 1318,8011279153,1961-10-29,31014,Student,Low,2020-07-19,BR,RN,Natal,No,No,L1,51,No
C101318,Customer 1319,33508664912,1964-09-09,13379,Mechanic,Medium,2023-11-23,BR,PA,Belém,No,No,L1,93,No
C101319,Customer 1320,55899119536,2015-05-04,17523,Entrepreneur,High,2022-07-13,BR,BA,Salvador,No,No,L1,41,No
C101320,Customer 1321,11218889916,2000-09-28,14103,Designer,Medium,2020-05-11,BR,DF,Brasília,No,Yes,L2,97,No
C101321,Customer 1322,17825116427,1968-03-07,21677,Student,Medium,2022-06-17,BR,PR,Curitiba,No,No,L2,25,No
C101322,Customer 1323,7880785059,2019-05-21,28329,Student,Medium,2023-08-29,BR,RJ,Rio de Janeiro,No,No,L3,91,No
C101323,Customer 1324,60803310659,1974-09-15,14881,Chef,Low,2020-02-23,BR,CE,Fortaleza,Yes,No,L2,52,No
C101324,Customer 1325,61390517127,1982-04-05,33634,Accountant,Low,2020-01-09,BR,RN,Natal,No,No,L1,75,No
C101325,Customer 1326,42910795812,2014-09-15,3878,Store Owner,Low,2021-08-29,BR,PE,Recife,No,No,L3,60,No
C101326,Customer 1327,54109343605,1981-08-26,39422,Teacher,Medium,2023-09-17,BR,PA,Belém,No,No,L2,63,No
C101327,Customer 1328,48003832315,1994-03-20,25194,Trader,Low,2025-08-24,BR,PR,Curitiba,No,No,L1,62,No
C101328,Customer 1329,32445559267,1960-07-24,23457,Entrepreneur,Low,2024-12-15,BR,MG,Belo Horizonte,No,No,L2,42,No
C101329,Customer 1330,27316468416,1959-07-29,17490,Trader,Low,2020-10-15,BR,RJ,Rio de Janeiro,No,No,L3,6,No
C101330,Customer 1331,71680123524,1966-10-02,28093,Lawyer,Low,2024-10-12,BR,SP,São Paulo,No,No,L2,44,No
C101331,Customer 1332,98419001428,2012-07-06,12507,Store Owner,Medium,2021-05-29,BR,GO,Goiânia,No,No,L2,56,No
C101332,Customer 1333,97959057829,2016-03-26,7204,Teacher,Low,2025-07-09,BR,DF,Brasília,No,No,L3,60,No
C101333,Customer 1334,5859187743,2006-01-06,27983,Software Engineer,Low,2020-05-13,BR,SP,Campinas,No,No,L3,85,No
C101334,Customer 1335,80363874143,1965-04-15,9070,Software Engineer,Low,2020-05-04,BR,RJ,Rio de Janeiro,No,No,L1,69,No
C101335,Customer 1336,75415192438,2021-09-03,38112,Trader,Medium,2022-08-13,BR,PA,Belém,No,No,L1,57,No
C101336,Customer 1337,37026248559,1965-07-01,3189,Store Owner,Medium,2021-04-24,BR,BA,Salvador,No,No,L2,61,No
C101337,Customer 1338,49449594219,1986-07-30,31845,Teacher,Low,2024-06-21,BR,GO,Goiânia,No,No,L2,68,No
C101338,Customer 1339,50516290477,1988-10-16,8483,Teacher,Medium,2021-08-15,BR,PR,Curitiba,No,No,L2,52,No
C101339,Customer 1340,69286606722,2013-12-26,8773,Store Owner,Low,2020-02-26,BR,RJ,Rio de Janeiro,No,No,L1,43,No
C101340,Customer 1341,59855926351,1990-07-03,5730,Chef,Low,2020-08-11,BR,RN,Natal,Yes,No,L3,38,No
C101341,Customer 1342,62089053737,1960-02-24,15408,Freelancer,Low,2023-06-09,BR,MG,Belo Horizonte,No,No,L2,56,No
C101342,Customer 1343,99379801542,1988-07-21,25398,Accountant,Low,2020-07-31,BR,CE,Fortaleza,No,No,L2,67,No
C101343,Customer 1344,78936407161,1968-06-30,7888,Software Engineer,Low,2021-11-23,BR,CE,Fortaleza,No,No,L1,70,No
C101344,Customer 1345,45172671853,2013-08-07,21411,Designer,Low,2023-03-08,BR,SC,Florianópolis,No,No,L3,48,No
C101345,Customer 1346,77347721597,2016-05-04,25793,Chef,Low,2024-10-21,BR,PE,Recife,No,No,L1,56,No
C101346,Customer 1347,4802264000,1998-11-17,3796,Chef,High,2024-02-01,BR,MG,Belo Horizonte,No,No,L3,90,No
C101347,Customer 1348,70145479632,1968-11-24,15908,Software Engineer,Medium,2020-07-31,BR,PA,Belém,No,No,L3,85,No
C101348,Customer 1349,37735936411,2003-09-23,18727,Teacher,Low,2025-05-06,BR,CE,Fortaleza,No,No,L3,64,No
C101349,Customer 1350,87215151817,2003-02-17,14954,Dentist,High,2024-06-04,BR,PA,Belém,No,No,L3,58,No
C101350,Customer 1351,31638725227,1973-09-11,21984,Chef,Low,2022-06-22,BR,GO,Goiânia,No,No,L1,67,No
C101351,Customer 1352,49977414309,1979-05-12,38453,Mechanic,Low,2024-05-18,BR,SC,Florianópolis,Yes,No,L1,52,No
C101352,Customer 1353,47279180999,2006-03-18,11466,Student,Low,2023-04-29,BR,RJ,Rio de Janeiro,No,No,L1,48,No
C101353,Customer 1354,43842967091,1988-07-06,8588,Freelancer,Low,2021-03-28,BR,DF,Brasília,No,No,L1,47,No
C101354,Customer 1355,19415767831,1989-08-30,7050,Designer,Low,2021-02-24,BR,SP,São Paulo,No,No,L3,78,No
C101355,Customer 1356,77361974156,1995-02-06,19662,Driver,Medium,2023-05-01,BR,DF,Brasília,No,No,L2,58,No
C101356,Customer 1357,51895280245,1973-03-15,13930,Accountant,Low,2025-04-20,BR,RJ,Rio de Janeiro,Yes,No,L1,57,No
C101357,Customer 1358,92104151502,2010-03-31,17122,Trader,Low,2021-07-12,BR,CE,Fortaleza,No,No,L1,57,No
C101358,Customer 1359,12453575060,2018-04-15,10736,Accountant,Medium,2020-12-08,BR,CE,Fortaleza,No,No,L3,62,No
C101359,Customer 1360,14213909558,1987-06-26,28647,Consultant,Medium,2021-07-18,BR,AM,Manaus,No,No,L1,87,No
C101360,Customer 1361,44345115892,2005-06-27,14644,Student,Low,2024-05-31,BR,PE,Recife,No,No,L1,52,No
C101361,Customer 1362,96751701292,2020-04-27,33220,Consultant,Medium,2024-04-30,BR,RJ,Rio de Janeiro,No,No,L2,55,No
C101362,Customer 1363,84854319446,1961-06-03,25871,Software Engineer,Low,2023-06-16,BR,MG,Belo Horizonte,No,No,L2,42,No
C101363,Customer 1364,73852973021,2009-12-18,20024,Driver,Low,2021-04-04,BR,PA,Belém,No,No,L3,75,No
C101364,Customer 1365,78034874346,2003-11-29,30079,Student,Medium,2021-05-15,BR,SP,Campinas,No,No,L2,70,No
C101365,Customer 1366,9296054560,1997-05-30,10026,Teacher,Low,2023-08-03,BR,RS,Porto Alegre,No,No,L2,17,No
C101366,Customer 1367,26631340083,1983-01-13,26873,Entrepreneur,Low,2022-01-09,BR,GO,Goiânia,No,No,L3,60,No
C101367,Customer 1368,27078653869,2007-03-21,16098,Teacher,Low,2020-03-02,BR,BA,Salvador,No,No,L2,60,No
C101368,Customer 1369,86024496609,2020-05-29,8767,Software Engineer,Low,2020-02-09,BR,AM,Manaus,No,No,L1,67,No
C101369,Customer 1370,20973954614,1983-09-25,14643,Nurse,Low,2023-12-16,BR,AM,Manaus,No,No,L3,69,No
C101370,Customer 1371,56698039716,1959-06-08,21231,Software Engineer,Low,2022-10-15,BR,MG,Belo Horizonte,No,No,L1,78,No
C101371,Customer 1372,62407671651,1998-02-04,15210,Consultant,High,2023-07-02,BR,CE,Fortaleza,No,No,L2,40,No
C101372,Customer 1373,72096546000,1993-01-09,16088,Dentist,Low,2021-10-14,BR,BA,Salvador,No,No,L2,45,No
C101373,Customer 1374,98399058768,1980-04-26,34248,Lawyer,Low,2024-11-21,BR,RN,Natal,No,No,L2,6,No
C101374,Customer 1375,89148496929,1988-04-10,20292,Software Engineer,Low,2021-03-13,BR,RJ,Rio de Janeiro,No,No,L2,28,No
C101375,Customer 1376,15953493835,2006-08-22,28087,Lawyer,Medium,2021-11-29,BR,RN,Natal,No,No,L3,44,No
C101376,Customer 1377,81204172202,1964-06-14,19273,Teacher,Low,2020-04-17,BR,RS,Porto Alegre,No,No,L2,52,No
C101377,Customer 1378,28095240341,1966-11-14,13742,Designer,High,2024-05-03,BR,GO,Goiânia,No,No,L2,59,No
C101378,Customer 1379,74658539783,1988-04-07,15009,Software Engineer,Low,2021-11-09,BR,RN,Natal,No,No,L3,38,No
C101379,Customer 1380,51652065189,1963-12-06,6887,Software Engineer,Low,2020-08-09,BR,BA,Salvador,No,No,L2,57,No
C101380,Customer 1381,81292169901,1967-01-01,24151,Accountant,Medium,2024-06-27,BR,RS,Porto Alegre,No,No,L1,32,No
C101381,Customer 1382,70388811650,2015-03-12,36855,Nurse,Medium,2025-08-06,BR,CE,Fortaleza,No,No,L1,54,No
C101382,Customer 1383,47227633568,2016-08-21,30236,Student,Low,2022-07-19,BR,CE,Fortaleza,No,No,L1,58,No
C101383,Customer 1384,12372983088,2002-01-01,90664,Freelancer,Medium,2022-02-11,BR,SP,São Paulo,No,No,L1,83,No
C101384,Customer 1385,18657453900,1988-09-10,31511,Dentist,Low,2020-05-05,BR,CE,Fortaleza,No,No,L3,76,No
C101385,Customer 1386,80376107244,1974-03-20,6348,Mechanic,Medium,2022-04-11,BR,RS,Porto Alegre,No,No,L3,30,No
C101386,Customer 1387,96674036526,2011-03-29,16731,Trader,Medium,2022-01-30,BR,SP,Campinas,No,No,L1,73,No
C101387,Customer 1388,16713197796,2006-01-29,23009,Mechanic,Low,2022-05-30,BR,PA,Belém,No,No,L1,48,No
C101388,Customer 1389,60182661298,1992-10-07,13974,Driver,Medium,2025-02-03,BR,GO,Goiânia,No,No,L3,59,No
C101389,Customer 1390,969346471,1998-06-02,48333,Teacher,Medium,2020-04-13,BR,RS,Porto Alegre,No,No,L2,68,No
C101390,Customer 1391,10364106252,2000-12-26,9235,Teacher,Low,2020-04-09,BR,BA,Salvador,No,No,L2,46,No
C101391,Customer 1392,15807267447,1985-07-26,10331,Consultant,Low,2021-04-25,BR,AM,Manaus,No,No,L3,65,No
C101392,Customer 1393,84043673673,2022-01-12,21487,Mechanic,Low,2025-03-13,BR,RJ,Rio de Janeiro,No,No,L3,67,No
C101393,Customer 1394,52147842025,1959-01-11,9811,Mechanic,Low,2020-05-30,BR,MG,Belo Horizonte,No,No,L1,20,No
C101394,Customer 1395,19051333681,1975-03-31,20189,Dentist,Medium,2020-08-05,BR,SC,Florianópolis,Yes,No,L2,59,No
C101395,Customer 1396,53587672290,2001-07-18,23307,Trader,Low,2025-04-05,BR,RS,Porto Alegre,No,No,L2,40,No
C101396,Customer 1397,73765814656,1970-05-23,26621,Software Engineer,Medium,2022-10-04,BR,SP,Campinas,Yes,No,L1,82,No
C101397,Customer 1398,97953992454,1987-01-29,52134,Accountant,Low,2020-03-14,BR,RS,Porto Alegre,No,No,L3,70,No
C101398,Customer 1399,33146241956,1984-10-23,9513,Freelancer,Low,2020-01-16,BR,SP,São Paulo,No,No,L2,57,No
C101399,Customer 1400,98368127930,1997-09-26,41638,Dentist,Medium,2021-09-23,BR,SP,São Paulo,No,No,L2,68,No
C101400,Customer 1401,73392877062,1987-03-13,28239,Freelancer,Low,2025-09-09,BR,SP,Campinas,No,Yes,L1,43,No
C101401,Customer 1402,83790491868,1965-09-22,22542,Designer,Low,2023-01-16,BR,DF,Brasília,Yes,No,L3,69,No
C101402,Customer 1403,20488762346,1972-06-01,16364,Consultant,Low,2022-04-11,BR,MG,Belo Horizonte,No,No,L2,71,No
C101403,Customer 1404,59502358698,1979-07-08,10928,Accountant,Low,2020-07-25,BR,PE,Recife,No,No,L1,84,No
C101404,Customer 1405,25773540818,1966-10-23,29761,Nurse,Low,2023-10-11,BR,RS,Porto Alegre,No,No,L1,19,No
C101405,Customer 1406,97158890397,2008-07-12,64162,Store Owner,Low,2023-11-11,BR,PR,Curitiba,No,No,L3,64,No
C101406,Customer 1407,72234173837,1985-08-28,51206,Mechanic,Low,2024-02-11,BR,SC,Florianópolis,No,No,L1,56,No
C101407,Customer 1408,53710731177,1970-08-31,7981,Dentist,Low,2021-06-21,BR,DF,Brasília,No,No,L1,48,No
C101408,Customer 1409,9892214692,2023-08-21,17464,Store Owner,Medium,2021-07-20,BR,PR,Curitiba,No,No,L2,82,No
C101409,Customer 1410,94420137723,2008-04-06,20410,Consultant,Low,2021-08-31,BR,RJ,Rio de Janeiro,Yes,No,L2,70,No
C101410,Customer 1411,3815712158,1987-01-21,5064,Trader,Low,2020-11-12,BR,BA,Salvador,No,No,L1,90,No
C101411,Customer 1412,18872862618,2002-04-09,13776,Chef,Low,2020-02-29,BR,AM,Manaus,Yes,No,L3,57,No
C101412,Customer 1413,63812391131,2014-02-16,25178,Accountant,Low,2022-03-10,BR,BA,Salvador,Yes,No,L1,37,No
C101413,Customer 1414,73293400539,2023-08-13,7632,Freelancer,Medium,2021-10-16,BR,MG,Belo Horizonte,No,No,L3,34,No
C101414,Customer 1415,10362007077,2004-11-06,17915,Trader,Low,2022-04-12,BR,AM,Manaus,No,Yes,L2,37,No
C101415,Customer 1416,79966788559,1997-03-13,10571,Nurse,Low,2025-03-21,BR,PR,Curitiba,No,No,L2,82,No
C101416,Customer 1417,6778864321,1997-05-05,72894,Designer,Low,2021-02-14,BR,PE,Recife,No,No,L3,41,No
C101417,Customer 1418,46395130408,1963-12-09,45055,Software Engineer,Low,2020-05-31,BR,CE,Fortaleza,No,No,L1,64,No
C101418,Customer 1419,179920077,1977-04-06,18049,Nurse,Low,2023-01-18,BR,SP,Campinas,No,No,L1,75,No
C101419,Customer 1420,9144958746,1998-04-02,27584,Nurse,Low,2020-05-26,BR,SP,São Paulo,No,No,L3,65,No
C101420,Customer 1421,96276461745,2017-05-21,24117,Student,Low,2025-08-17,BR,RJ,Rio de Janeiro,No,No,L3,66,No
C101421,Customer 1422,48188844823,1964-02-09,11016,Chef,Low,2023-08-02,BR,BA,Salvador,No,No,L3,60,No
C101422,Customer 1423,52743270053,1967-12-13,15259,Student,Low,2021-12-21,BR,CE,Fortaleza,No,No,L1,67,No
C101423,Customer 1424,7580385535,2000-10-01,5644,Entrepreneur,Low,2024-02-05,BR,SP,São Paulo,No,No,L1,81,No
C101424,Customer 1425,56613453088,1989-09-22,56188,Accountant,Low,2025-02-01,BR,PE,Recife,No,No,L1,83,No
C101425,Customer 1426,36754575760,1967-08-27,16215,Consultant,Low,2020-11-21,BR,SP,Campinas,No,No,L1,87,No
C101426,Customer 1427,59600305755,1971-07-07,2197,Accountant,Low,2023-05-06,BR,RN,Natal,No,No,L3,64,No
C101427,Customer 1428,55986620261,1966-09-15,11285,Lawyer,Low,2022-01-29,BR,RS,Porto Alegre,No,No,L1,61,No
C101428,Customer 1429,64444765628,1969-01-04,6186,Teacher,Low,2022-01-12,BR,MG,Belo Horizonte,No,No,L2,62,No
C101429,Customer 1430,27710887150,1968-07-11,20846,Teacher,Low,2021-05-16,BR,CE,Fortaleza,No,No,L3,82,No
C101430,Customer 1431,9645660930,1996-12-09,10521,Nurse,Low,2024-09-18,BR,AM,Manaus,No,No,L3,50,No
C101431,Customer 1432,33789651375,1963-02-21,11341,Consultant,Medium,2022-06-29,BR,BA,Salvador,No,No,L3,27,No
C101432,Customer 1433,26205673501,2003-08-07,7381,Teacher,Low,2024-02-05,BR,PR,Curitiba,No,No,L3,63,No
C101433,Customer 1434,36248116165,1963-04-09,12977,Store Owner,Low,2023-04-19,BR,BA,Salvador,No,No,L3,94,No
C101434,Customer 1435,49312228782,1968-04-23,22489,Software Engineer,Low,2022-12-29,BR,SP,São Paulo,Yes,No,L1,44,No
C101435,Customer 1436,49041456679,1989-10-15,27971,Teacher,Medium,2021-11-27,BR,MG,Belo Horizonte,No,No,L3,62,No
C101436,Customer 1437,99019531127,2022-09-25,12151,Accountant,Low,2025-06-10,BR,CE,Fortaleza,No,No,L3,50,No
C101437,Customer 1438,6475997040,1989-07-26,35612,Entrepreneur,Low,2020-08-27,BR,SP,São Paulo,No,No,L2,37,No
C101438,Customer 1439,9418494993,2010-06-24,6818,Trader,Low,2025-01-05,BR,SP,Campinas,No,No,L1,48,No
C101439,Customer 1440,81729126095,2004-05-22,22457,Store Owner,Low,2025-01-05,BR,MG,Belo Horizonte,No,No,L1,55,No
C101440,Customer 1441,57928594393,1988-03-01,14391,Freelancer,High,2020-08-13,BR,SP,São Paulo,No,No,L3,57,No
C101441,Customer 1442,2770228961,2011-05-23,15226,Store Owner,Low,2020-12-26,BR,AM,Manaus,No,No,L3,29,No
C101442,Customer 1443,6131678630,1976-02-28,13993,Store Owner,Low,2022-10-27,BR,BA,Salvador,No,No,L3,61,No
C101443,Customer 1444,32139669628,1978-06-12,41935,Dentist,High,2025-09-11,BR,MG,Belo Horizonte,No,No,L3,48,No
C101444,Customer 1445,13208439589,1971-01-18,13347,Software Engineer,Low,2021-10-23,BR,RN,Natal,No,No,L1,12,No
C101445,Customer 1446,84666703422,2009-04-08,21304,Designer,Low,2022-05-23,BR,RJ,Rio de Janeiro,Yes,No,L3,43,Yes
C101446,Customer 1447,44423124279,2023-01-01,18370,Consultant,High,2020-07-21,BR,GO,Goiânia,No,No,L2,42,No
C101447,Customer 1448,53448179309,1977-11-29,53205,Teacher,Low,2024-03-13,BR,MG,Belo Horizonte,No,No,L1,94,No
C101448,Customer 1449,6369771872,1995-07-10,11847,Nurse,Medium,2020-02-21,BR,GO,Goiânia,No,No,L2,88,No
C101449,Customer 1450,37822666499,1995-07-05,14104,Store Owner,Medium,2020-02-28,BR,SP,São Paulo,Yes,No,L3,53,No
C101450,Customer 1451,22593101889,1960-08-12,9751,Software Engineer,Medium,2022-09-06,BR,SP,São Paulo,No,No,L3,61,No
C101451,Customer 1452,45054689693,1965-11-15,19023,Software Engineer,Medium,2020-02-26,BR,PE,Recife,No,No,L2,74,No
C101452,Customer 1453,89628754170,1998-06-10,8493,Nurse,Low,2022-12-11,BR,PR,Curitiba,No,No,L1,47,No
C101453,Customer 1454,90147864378,2003-01-17,27925,Dentist,Low,2022-04-09,BR,PR,Curitiba,No,No,L3,44,No
C101454,Customer 1455,2524868887,1987-01-31,26577,Nurse,Low,2021-02-26,BR,SP,Campinas,No,No,L1,26,No
C101455,Customer 1456,81055632546,2020-10-20,18512,Trader,Low,2021-11-20,BR,BA,Salvador,Yes,No,L2,57,No
C101456,Customer 1457,70534367171,2001-04-29,8317,Freelancer,Low,2021-05-03,BR,RS,Porto Alegre,No,No,L3,61,No
C101457,Customer 1458,76475326784,1988-11-26,23507,Mechanic,High,2024-01-07,BR,SP,Campinas,No,No,L2,83,No
C101458,Customer 1459,68120626169,2023-09-07,25928,Software Engineer,Low,2021-03-19,BR,RN,Natal,Yes,No,L1,35,No
C101459,Customer 1460,68512113321,1970-07-02,9574,Designer,Low,2024-11-21,BR,MG,Belo Horizonte,No,No,L2,51,No
C101460,Customer 1461,73199931009,1977-12-17,9211,Trader,Low,2025-07-07,BR,RN,Natal,No,No,L2,33,No
C101461,Customer 1462,93920924375,2013-07-01,92542,Mechanic,Low,2025-06-10,BR,MG,Belo Horizonte,No,No,L2,50,No
C101462,Customer 1463,93678908604,1986-09-03,32089,Teacher,Low,2021-03-25,BR,AM,Manaus,No,No,L1,48,No
C101463,Customer 1464,2472941670,2020-09-14,9940,Lawyer,Low,2023-09-21,BR,MG,Belo Horizonte,No,No,L3,31,No
C101464,Customer 1465,70121211579,1959-08-13,12406,Student,Medium,2021-03-06,BR,SP,Campinas,No,No,L1,87,No
C101465,Customer 1466,61959435751,1965-05-26,11697,Software Engineer,Low,2022-02-02,BR,PR,Curitiba,No,No,L1,52,No
C101466,Customer 1467,85473772289,1983-08-27,26190,Mechanic,Medium,2022-06-12,BR,SP,São Paulo,No,No,L2,43,No
C101467,Customer 1468,3795111998,2009-02-15,17382,Nurse,Medium,2021-04-23,BR,MG,Belo Horizonte,No,No,L2,36,No
C101468,Customer 1469,75597955889,2010-05-22,18781,Entrepreneur,Medium,2025-02-12,BR,CE,Fortaleza,No,No,L1,90,No
C101469,Customer 1470,11543300919,1986-01-01,26768,Student,Low,2025-07-25,BR,CE,Fortaleza,Yes,No,L2,62,No
C101470,Customer 1471,5795846200,2003-04-01,21670,Accountant,Low,2024-09-15,BR,MG,Belo Horizonte,No,No,L2,55,No
C101471,Customer 1472,86662213072,2000-10-25,21407,Lawyer,Low,2024-07-08,BR,SP,São Paulo,No,No,L1,79,No
C101472,Customer 1473,7403389136,1983-06-22,22032,Lawyer,Medium,2020-11-30,BR,CE,Fortaleza,No,No,L3,54,No
C101473,Customer 1474,94884063712,1992-06-15,15310,Software Engineer,Low,2024-11-11,BR,BA,Salvador,No,No,L2,57,No
C101474,Customer 1475,80855483783,1969-11-21,13401,Trader,Low,2023-02-02,BR,RJ,Rio de Janeiro,No,No,L1,57,No
C101475,Customer 1476,52474024491,1971-03-23,6401,Freelancer,Medium,2022-05-13,BR,GO,Goiânia,No,No,L1,27,No
C101476,Customer 1477,33701290137,1985-02-19,11287,Freelancer,Low,2023-07-11,BR,RN,Natal,No,No,L3,73,No
C101477,Customer 1478,45617477157,2004-02-02,18515,Software Engineer,Low,2020-08-19,BR,RN,Natal,No,No,L3,15,No
C101478,Customer 1479,28885637741,1975-09-06,17628,Software Engineer,Low,2024-01-26,BR,CE,Fortaleza,No,No,L2,58,No
C101479,Customer 1480,87251948046,1992-05-03,8487,Student,Medium,2023-10-10,BR,CE,Fortaleza,No,Yes,L3,24,No
C101480,Customer 1481,87065447839,1975-02-25,18487,Accountant,Low,2024-02-10,BR,SP,Campinas,No,No,L1,76,No
C101481,Customer 1482,70367603255,2010-09-04,10617,Dentist,Medium,2022-11-29,BR,RN,Natal,No,No,L3,91,No
C101482,Customer 1483,51411069900,2006-11-15,20330,Trader,Medium,2023-06-09,BR,BA,Salvador,Yes,No,L2,52,No
C101483,Customer 1484,11502008489,1970-12-20,31595,Trader,High,2022-01-25,BR,AM,Manaus,No,No,L2,48,No
C101484,Customer 1485,18027975392,1990-03-05,14847,Designer,Low,2024-08-02,BR,PE,Recife,No,No,L3,30,No
C101485,Customer 1486,14261962523,1987-09-06,12455,Freelancer,Medium,2020-10-30,BR,DF,Brasília,No,No,L3,62,No
C101486,Customer 1487,87889758830,2000-03-03,23507,Software Engineer,Low,2021-06-27,BR,CE,Fortaleza,Yes,No,L2,76,No
C101487,Customer 1488,43101568308,1974-04-28,10588,Lawyer,High,2023-11-03,BR,SP,Campinas,No,No,L2,45,No
C101488,Customer 1489,11373380580,1960-05-31,24564,Entrepreneur,High,2021-01-13,BR,RJ,Rio de Janeiro,No,No,L1,67,No
C101489,Customer 1490,77456760188,1998-03-04,15254,Dentist,Low,2022-10-19,BR,SP,São Paulo,No,No,L2,58,No
C101490,Customer 1491,22103031998,1999-11-05,16813,Nurse,Low,2025-04-14,BR,DF,Brasília,No,No,L3,26,No
C101491,Customer 1492,72772700683,1994-10-24,25892,Designer,Low,2024-08-04,BR,GO,Goiânia,No,No,L3,63,No
C101492,Customer 1493,59998142040,2019-02-27,9852,Nurse,Low,2020-08-17,BR,DF,Brasília,No,No,L2,42,No
C101493,Customer 1494,60634308173,1973-12-30,2288,Nurse,Low,2025-03-31,BR,MG,Belo Horizonte,No,No,L3,44,No
C101494,Customer 1495,17312597619,1981-05-19,15483,Store Owner,Medium,2020-01-31,BR,SC,Florianópolis,Yes,No,L3,39,No
C101495,Customer 1496,75253165838,2002-07-01,22976,Mechanic,Low,2020-06-11,BR,MG,Belo Horizonte,No,No,L2,65,No
C101496,Customer 1497,98292605824,1974-01-29,18163,Chef,Medium,2025-03-26,BR,BA,Salvador,No,No,L1,65,No
C101497,Customer 1498,44119138553,1983-08-29,11679,Store Owner,Medium,2023-03-28,BR,BA,Salvador,No,No,L1,35,No
C101498,Customer 1499,49193436909,1983-05-28,22959,Designer,Low,2023-07-27,BR,AM,Manaus,No,No,L2,81,No
C101499,Customer 1500,73468313679,1995-04-05,8366,Accountant,Low,2022-05-07,BR,CE,Fortaleza,No,No,L3,55,No
C101500,Customer 1501,25704218952,1973-10-05,9483,Entrepreneur,Low,2025-08-05,BR,SP,Campinas,No,No,L3,34,No
C101501,Customer 1502,90974727784,1966-06-12,10962,Entrepreneur,Low,2022-05-12,BR,SP,São Paulo,Yes,No,L3,74,No
C101502,Customer 1503,46610884083,1966-07-24,11844,Designer,Low,2022-06-21,BR,CE,Fortaleza,No,No,L2,80,No
C101503,Customer 1504,62875936693,1971-04-23,23405,Freelancer,Low,2022-02-14,BR,AM,Manaus,No,No,L2,55,No
